,Shark_sp,Deadly_act
3381,undef. shark,surfing
3382,undef. shark,fishing
3383,undef. shark,swimming
3384,undef. shark,undef. act
3385,undef. shark,fishing
3386,undef. shark,undef. act
3387,undef. shark,undef. act
3388,undef. shark,swimming
3389,undef. shark,swimming
3390,undef. shark,swimming
3391,undef. shark,undef. act
3392,undef. shark,swimming
3393,undef. shark,diving
3394,undef. shark,swimming
3395,undef. shark,fishing
3396,undef. shark,sailing
3397,undef. shark,swimming
3398,undef. shark,swimming
3399,undef. shark,sailing
3400,undef. shark,diving
3401,undef. shark,swimming
3402,bull shark,undef. act
3403,undef. shark,surfing
3404,white shark,fishing
3405,tiger shark,sailing
3406,undef. shark,surfing
3407,undef. shark,undef. act
3408,mako shark,diving
3409,undef. shark,sailing
3410,undef. shark,diving
3411,undef. shark,undef. act
3412,white shark,surfing
3413,undef. shark,surfing
3414,undef. shark,swimming
3415,undef. shark,diving
3416,undef. shark,undef. act
3417,undef. shark,surfing
3418,nurse shark,fishing
3419,undef. shark,sailing
3420,undef. shark,fishing
3421,undef. shark,undef. act
3422,undef. shark,undef. act
3423,nurse shark,swimming
3424,undef. shark,undef. act
3425,undef. shark,fishing
3426,undef. shark,swimming
3427,undef. shark,fishing
3428,white shark,diving
3429,undef. shark,swimming
3430,white shark,diving
3431,mako shark,fishing
3432,undef. shark,fishing
3433,undef. shark,undef. act
3434,nurse shark,surfing
3435,undef. shark,fishing
3436,undef. shark,swimming
3437,undef. shark,swimming
3438,undef. shark,swimming
3439,undef. shark,sailing
3440,undef. shark,fishing
3441,undef. shark,swimming
3442,hammerhead shark,fishing
3443,undef. shark,swimming
3444,undef. shark,diving
3445,nurse shark,undef. act
3446,bull shark,undef. act
3447,undef. shark,undef. act
3448,undef. shark,fishing
3449,white shark,undef. act
3450,undef. shark,sailing
3451,undef. shark,surfing
3452,undef. shark,undef. act
3453,undef. shark,swimming
3454,undef. shark,fishing
3455,undef. shark,fishing
3456,undef. shark,fishing
3457,undef. shark,swimming
3458,undef. shark,sailing
3459,tiger shark,fishing
3460,undef. shark,diving
3461,undef. shark,fishing
3462,undef. shark,surfing
3463,undef. shark,undef. act
3464,undef. shark,diving
3465,undef. shark,diving
3466,tiger shark,fishing
3467,undef. shark,diving
3468,undef. shark,fishing
3469,undef. shark,undef. act
3470,white shark,fishing
3471,white shark,sailing
3472,undef. shark,undef. act
3473,white shark,swimming
3474,undef. shark,swimming
3475,undef. shark,surfing
3476,hammerhead shark,sailing
3477,undef. shark,swimming
3478,undef. shark,fishing
3479,undef. shark,surfing
3480,undef. shark,sailing
3481,white shark,undef. act
3482,undef. shark,diving
3483,white shark,fishing
3484,tiger shark,fishing
3485,undef. shark,swimming
3486,undef. shark,undef. act
3487,undef. shark,diving
3488,white shark,diving
3489,bull shark,sailing
3490,undef. shark,swimming
3491,undef. shark,surfing
3492,undef. shark,swimming
3493,undef. shark,undef. act
3494,undef. shark,undef. act
3495,undef. shark,fishing
3496,white shark,fishing
3497,bull shark,swimming
3498,white shark,fishing
3499,tiger shark,fishing
3500,undef. shark,sailing
3501,tiger shark,fishing
3502,tiger shark,fishing
3503,undef. shark,undef. act
3504,undef. shark,fishing
3505,white shark,undef. act
3506,undef. shark,undef. act
3507,undef. shark,swimming
3508,undef. shark,fishing
3509,undef. shark,fishing
3510,undef. shark,fishing
3511,white shark,fishing
3512,undef. shark,fishing
3513,undef. shark,undef. act
3514,undef. shark,surfing
3515,nurse shark,fishing
3516,undef. shark,swimming
3517,tiger shark,fishing
3518,undef. shark,swimming
3519,undef. shark,fishing
3520,undef. shark,fishing
3521,undef. shark,undef. act
3522,white shark,swimming
3523,undef. shark,fishing
3524,undef. shark,swimming
3525,undef. shark,undef. act
3526,nurse shark,fishing
3527,undef. shark,swimming
3528,undef. shark,swimming
3529,undef. shark,surfing
3530,undef. shark,surfing
3531,undef. shark,undef. act
3532,undef. shark,undef. act
3533,undef. shark,swimming
3534,copper shark,fishing
3535,white shark,fishing
3536,undef. shark,undef. act
3537,undef. shark,undef. act
3538,undef. shark,diving
3539,bull shark,swimming
3540,undef. shark,swimming
3541,undef. shark,fishing
3542,nurse shark,fishing
3543,undef. shark,fishing
3544,undef. shark,diving
3545,bull shark,fishing
3546,white shark,fishing
3547,bull shark,undef. act
3548,undef. shark,undef. act
3549,undef. shark,fishing
3550,undef. shark,diving
3551,white shark,fishing
3552,undef. shark,fishing
3553,undef. shark,fishing
3554,undef. shark,undef. act
3555,white shark,fishing
3556,undef. shark,fishing
3557,undef. shark,undef. act
3558,undef. shark,fishing
3559,undef. shark,swimming
3560,undef. shark,undef. act
3561,nurse shark,undef. act
3562,undef. shark,fishing
3563,undef. shark,surfing
3564,blacktip shark,fishing
3565,undef. shark,swimming
3566,undef. shark,undef. act
3567,white shark,fishing
3568,undef. shark,fishing
3569,undef. shark,undef. act
3570,undef. shark,fishing
3571,undef. shark,diving
3572,undef. shark,undef. act
3573,undef. shark,fishing
3574,undef. shark,fishing
3575,undef. shark,sailing
3576,undef. shark,fishing
3577,white shark,diving
3578,undef. shark,fishing
3579,undef. shark,sailing
3580,undef. shark,undef. act
3581,undef. shark,fishing
3582,undef. shark,surfing
3583,undef. shark,undef. act
3584,undef. shark,undef. act
3585,undef. shark,undef. act
3586,undef. shark,undef. act
3587,undef. shark,undef. act
3588,undef. shark,undef. act
3589,undef. shark,undef. act
3590,undef. shark,undef. act
3591,copper shark,undef. act
3592,undef. shark,sailing
3593,undef. shark,fishing
3594,undef. shark,diving
3595,undef. shark,diving
3596,undef. shark,undef. act
3597,undef. shark,undef. act
3598,undef. shark,fishing
3599,copper shark,fishing
3600,undef. shark,swimming
3601,bull shark,swimming
3602,undef. shark,fishing
3603,undef. shark,undef. act
3604,copper shark,fishing
3605,copper shark,swimming
3606,undef. shark,swimming
3607,undef. shark,swimming
3608,undef. shark,fishing
3609,undef. shark,swimming
3610,white shark,sailing
3611,undef. shark,swimming
3612,undef. shark,fishing
3613,undef. shark,swimming
3614,undef. shark,swimming
3615,undef. shark,undef. act
3616,copper shark,fishing
3617,bull shark,fishing
3618,undef. shark,fishing
3619,undef. shark,fishing
3620,white shark,fishing
3621,nurse shark,fishing
3622,undef. shark,surfing
3623,nurse shark,fishing
3624,white shark,fishing
3625,undef. shark,fishing
3626,white shark,fishing
3627,undef. shark,swimming
3628,undef. shark,surfing
3629,undef. shark,surfing
3630,undef. shark,fishing
3631,undef. shark,fishing
3632,undef. shark,fishing
3633,undef. shark,undef. act
3634,undef. shark,undef. act
3635,undef. shark,diving
3636,undef. shark,sailing
3637,undef. shark,sailing
3638,bull shark,sailing
3639,nurse shark,fishing
3640,undef. shark,fishing
3641,undef. shark,swimming
3642,undef. shark,surfing
3643,undef. shark,swimming
3644,undef. shark,undef. act
3645,undef. shark,undef. act
3646,undef. shark,swimming
3647,undef. shark,surfing
3648,undef. shark,undef. act
3649,undef. shark,undef. act
3650,white shark,swimming
3651,undef. shark,fishing
3652,undef. shark,undef. act
3653,undef. shark,diving
3654,undef. shark,fishing
3655,undef. shark,undef. act
3656,white shark,swimming
3657,white shark,swimming
3658,blacktip shark,fishing
3659,undef. shark,fishing
3660,undef. shark,fishing
3661,undef. shark,fishing
3662,undef. shark,swimming
3663,white shark,fishing
3664,white shark,fishing
3665,undef. shark,fishing
3666,undef. shark,diving
3667,undef. shark,sailing
3668,hammerhead shark,fishing
3669,undef. shark,fishing
3670,undef. shark,fishing
3671,white shark,diving
3672,undef. shark,fishing
3673,hammerhead shark,sailing
3674,undef. shark,fishing
3675,undef. shark,swimming
3676,undef. shark,fishing
3677,bull shark,swimming
3678,undef. shark,diving
3679,tiger shark,fishing
3680,undef. shark,fishing
3681,undef. shark,undef. act
3682,bull shark,swimming
3683,undef. shark,undef. act
3684,nurse shark,fishing
3685,undef. shark,fishing
3686,copper shark,fishing
3687,undef. shark,swimming
3688,undef. shark,fishing
3689,white shark,fishing
3690,reef shark,diving
3691,bull shark,fishing
3692,undef. shark,sailing
3693,undef. shark,undef. act
3694,undef. shark,sailing
3695,undef. shark,undef. act
3696,undef. shark,fishing
3697,undef. shark,swimming
3698,nurse shark,fishing
3699,undef. shark,undef. act
3700,undef. shark,fishing
3701,white shark,swimming
3702,undef. shark,fishing
3703,white shark,sailing
3704,undef. shark,undef. act
3705,hammerhead shark,fishing
3706,bull shark,swimming
3707,undef. shark,sailing
3708,nurse shark,undef. act
3709,undef. shark,undef. act
3710,undef. shark,fishing
3711,undef. shark,undef. act
3712,undef. shark,fishing
3713,undef. shark,diving
3714,undef. shark,undef. act
3715,undef. shark,fishing
3716,undef. shark,undef. act
3717,white shark,swimming
3718,nurse shark,fishing
3719,bull shark,fishing
3720,undef. shark,swimming
3721,undef. shark,undef. act
3722,undef. shark,undef. act
3723,undef. shark,fishing
3724,white shark,undef. act
3725,blacktip shark,undef. act
3726,undef. shark,fishing
3727,undef. shark,undef. act
3728,white shark,fishing
3729,undef. shark,fishing
3730,undef. shark,fishing
3731,undef. shark,undef. act
3732,undef. shark,diving
3733,white shark,fishing
3734,undef. shark,diving
3735,undef. shark,fishing
3736,undef. shark,undef. act
3737,undef. shark,undef. act
3738,reef shark,diving
3739,reef shark,diving
3740,undef. shark,swimming
3741,undef. shark,undef. act
3742,hammerhead shark,undef. act
3743,undef. shark,diving
3744,undef. shark,diving
3745,undef. shark,undef. act
3746,undef. shark,sailing
3747,undef. shark,undef. act
3748,undef. shark,undef. act
3749,undef. shark,undef. act
3750,undef. shark,fishing
3751,undef. shark,swimming
3752,undef. shark,fishing
3753,undef. shark,undef. act
3754,undef. shark,fishing
3755,undef. shark,fishing
3756,undef. shark,fishing
3757,white shark,fishing
3758,undef. shark,fishing
3759,mako shark,diving
3760,undef. shark,undef. act
3761,undef. shark,diving
3762,undef. shark,swimming
3763,undef. shark,fishing
3764,undef. shark,diving
3765,white shark,swimming
3766,undef. shark,undef. act
3767,undef. shark,undef. act
3768,white shark,sailing
3769,white shark,diving
3770,copper shark,fishing
3771,nurse shark,fishing
3772,undef. shark,sailing
3773,white shark,surfing
3774,nurse shark,fishing
3775,undef. shark,fishing
3776,copper shark,undef. act
3777,white shark,fishing
3778,undef. shark,fishing
3779,undef. shark,fishing
3780,white shark,fishing
3781,undef. shark,sailing
3782,undef. shark,fishing
3783,undef. shark,swimming
3784,copper shark,fishing
3785,undef. shark,fishing
3786,undef. shark,fishing
3787,tiger shark,fishing
3788,tiger shark,fishing
3789,nurse shark,fishing
3790,undef. shark,undef. act
3791,undef. shark,undef. act
3792,undef. shark,undef. act
3793,undef. shark,undef. act
3794,bull shark,diving
3795,undef. shark,fishing
3796,undef. shark,undef. act
3797,undef. shark,sailing
3798,undef. shark,swimming
3799,undef. shark,fishing
3800,undef. shark,undef. act
3801,reef shark,fishing
3802,reef shark,fishing
3803,undef. shark,fishing
3804,undef. shark,fishing
3805,undef. shark,fishing
3806,undef. shark,swimming
3807,undef. shark,swimming
3808,tiger shark,surfing
3809,undef. shark,fishing
3810,undef. shark,swimming
3811,undef. shark,undef. act
3812,undef. shark,undef. act
3813,undef. shark,fishing
3814,undef. shark,fishing
3815,mako shark,fishing
3816,undef. shark,undef. act
3817,undef. shark,surfing
3818,undef. shark,sailing
3819,undef. shark,undef. act
3820,undef. shark,undef. act
3821,undef. shark,fishing
3822,undef. shark,fishing
3823,undef. shark,swimming
3824,undef. shark,fishing
3825,undef. shark,fishing
3826,undef. shark,swimming
3827,undef. shark,undef. act
3828,white shark,diving
3829,undef. shark,undef. act
3830,tiger shark,fishing
3831,undef. shark,swimming
3832,undef. shark,undef. act
3833,hammerhead shark,undef. act
3834,white shark,undef. act
3835,white shark,undef. act
3836,undef. shark,undef. act
3837,undef. shark,undef. act
3838,undef. shark,undef. act
3839,white shark,fishing
3840,nurse shark,swimming
3841,undef. shark,undef. act
3842,undef. shark,undef. act
3843,undef. shark,diving
3844,undef. shark,fishing
3845,undef. shark,fishing
3846,undef. shark,fishing
3847,hammerhead shark,fishing
3848,undef. shark,fishing
3849,undef. shark,swimming
3850,undef. shark,sailing
3851,undef. shark,swimming
3852,undef. shark,diving
3853,white shark,undef. act
3854,hammerhead shark,fishing
3855,undef. shark,undef. act
3856,hammerhead shark,undef. act
3857,hammerhead shark,fishing
3858,undef. shark,undef. act
3859,undef. shark,undef. act
3860,nurse shark,diving
3861,copper shark,undef. act
3862,undef. shark,swimming
3863,undef. shark,undef. act
3864,undef. shark,swimming
3865,white shark,diving
3866,undef. shark,swimming
3867,white shark,fishing
3868,undef. shark,undef. act
3869,white shark,sailing
3870,tiger shark,fishing
3871,undef. shark,undef. act
3872,undef. shark,fishing
3873,tiger shark,diving
3874,undef. shark,fishing
3875,undef. shark,fishing
3876,undef. shark,fishing
3877,undef. shark,swimming
3878,undef. shark,undef. act
3879,tiger shark,undef. act
3880,mako shark,fishing
3881,undef. shark,swimming
3882,undef. shark,fishing
3883,undef. shark,swimming
3884,undef. shark,sailing
3885,nurse shark,undef. act
3886,undef. shark,undef. act
3887,undef. shark,swimming
3888,undef. shark,undef. act
3889,undef. shark,surfing
3890,white shark,swimming
3891,undef. shark,undef. act
3892,undef. shark,swimming
3893,undef. shark,fishing
3894,white shark,swimming
3895,undef. shark,undef. act
3896,tiger shark,surfing
3897,undef. shark,fishing
3898,undef. shark,fishing
3899,undef. shark,undef. act
3900,undef. shark,fishing
3901,white shark,fishing
3902,undef. shark,undef. act
3903,undef. shark,swimming
3904,tiger shark,surfing
3905,tiger shark,undef. act
3906,undef. shark,swimming
3907,undef. shark,fishing
3908,undef. shark,fishing
3909,white shark,fishing
3910,undef. shark,swimming
3911,undef. shark,undef. act
3912,undef. shark,undef. act
3913,undef. shark,fishing
3914,undef. shark,undef. act
3915,undef. shark,fishing
3916,undef. shark,fishing
3917,hammerhead shark,undef. act
3918,undef. shark,swimming
3919,undef. shark,swimming
3920,tiger shark,swimming
3921,tiger shark,swimming
3922,undef. shark,undef. act
3923,undef. shark,swimming
3924,undef. shark,undef. act
3925,undef. shark,undef. act
3926,nurse shark,diving
3927,undef. shark,swimming
3928,tiger shark,fishing
3929,undef. shark,undef. act
3930,nurse shark,swimming
3931,tiger shark,sailing
3932,nurse shark,swimming
3933,undef. shark,swimming
3934,undef. shark,fishing
3935,nurse shark,diving
3936,mako shark,diving
3937,undef. shark,surfing
3938,undef. shark,swimming
3939,undef. shark,fishing
3940,undef. shark,fishing
3941,nurse shark,fishing
3942,undef. shark,fishing
3943,undef. shark,surfing
3944,undef. shark,undef. act
3945,white shark,swimming
3946,undef. shark,fishing
3947,undef. shark,undef. act
3948,undef. shark,diving
3949,undef. shark,undef. act
3950,undef. shark,fishing
3951,undef. shark,fishing
3952,undef. shark,fishing
3953,white shark,fishing
3954,undef. shark,fishing
3955,undef. shark,fishing
3956,undef. shark,sailing
3957,undef. shark,diving
3958,undef. shark,sailing
3959,undef. shark,sailing
3960,undef. shark,surfing
3961,undef. shark,undef. act
3962,undef. shark,fishing
3963,undef. shark,undef. act
3964,undef. shark,undef. act
3965,undef. shark,undef. act
3966,bull shark,swimming
3967,white shark,fishing
3968,white shark,swimming
3969,undef. shark,diving
3970,undef. shark,undef. act
3971,undef. shark,undef. act
3972,undef. shark,fishing
3973,undef. shark,undef. act
3974,white shark,swimming
3975,undef. shark,surfing
3976,undef. shark,sailing
3977,undef. shark,swimming
3978,undef. shark,diving
3979,undef. shark,diving
3980,undef. shark,fishing
3981,undef. shark,sailing
3982,undef. shark,undef. act
3983,mako shark,diving
3984,undef. shark,swimming
3985,undef. shark,fishing
3986,undef. shark,swimming
3987,undef. shark,undef. act
3988,undef. shark,fishing
3989,undef. shark,fishing
3990,bull shark,diving
3991,undef. shark,fishing
3992,bull shark,undef. act
3993,undef. shark,fishing
3994,bull shark,undef. act
3995,undef. shark,undef. act
3996,tiger shark,fishing
3997,undef. shark,fishing
3998,undef. shark,swimming
3999,mako shark,fishing
4000,white shark,diving
4001,undef. shark,fishing
4002,undef. shark,diving
4003,undef. shark,fishing
4004,undef. shark,fishing
4005,undef. shark,undef. act
4006,tiger shark,fishing
4007,white shark,diving
4008,undef. shark,fishing
4009,undef. shark,fishing
4010,undef. shark,diving
4011,undef. shark,diving
4012,white shark,swimming
4013,undef. shark,diving
4014,undef. shark,swimming
4015,undef. shark,swimming
4016,white shark,fishing
4017,undef. shark,fishing
4018,undef. shark,fishing
4019,undef. shark,sailing
4020,undef. shark,fishing
4021,white shark,swimming
4022,undef. shark,swimming
4023,undef. shark,swimming
4024,undef. shark,fishing
4025,undef. shark,undef. act
4026,undef. shark,undef. act
4027,white shark,fishing
4028,undef. shark,diving
4029,undef. shark,diving
4030,white shark,sailing
4031,undef. shark,swimming
4032,undef. shark,swimming
4033,undef. shark,swimming
4034,undef. shark,diving
4035,undef. shark,swimming
4036,undef. shark,diving
4037,undef. shark,swimming
4038,undef. shark,surfing
4039,undef. shark,diving
4040,undef. shark,undef. act
4041,white shark,swimming
4042,undef. shark,undef. act
4043,undef. shark,swimming
4044,undef. shark,undef. act
4045,undef. shark,undef. act
4046,undef. shark,undef. act
4047,undef. shark,undef. act
4048,undef. shark,fishing
4049,undef. shark,swimming
4050,undef. shark,fishing
4051,undef. shark,fishing
4052,undef. shark,undef. act
4053,undef. shark,undef. act
4054,undef. shark,undef. act
4055,undef. shark,swimming
4056,undef. shark,undef. act
4057,undef. shark,fishing
4058,undef. shark,surfing
4059,white shark,swimming
4060,undef. shark,swimming
4061,undef. shark,fishing
4062,undef. shark,sailing
4063,undef. shark,fishing
4064,undef. shark,undef. act
4065,undef. shark,swimming
4066,white shark,swimming
4067,undef. shark,swimming
4068,undef. shark,fishing
4069,undef. shark,fishing
4070,undef. shark,fishing
4071,undef. shark,fishing
4072,undef. shark,fishing
4073,undef. shark,surfing
4074,undef. shark,swimming
4075,undef. shark,undef. act
4076,undef. shark,diving
4077,white shark,fishing
4078,white shark,swimming
4079,undef. shark,fishing
4080,undef. shark,surfing
4081,undef. shark,surfing
4082,copper shark,undef. act
4083,undef. shark,undef. act
4084,undef. shark,undef. act
4085,undef. shark,fishing
4086,undef. shark,sailing
4087,bull shark,swimming
4088,undef. shark,fishing
4089,undef. shark,undef. act
4090,undef. shark,swimming
4091,undef. shark,swimming
4092,undef. shark,swimming
4093,undef. shark,swimming
4094,reef shark,fishing
4095,undef. shark,undef. act
4096,undef. shark,fishing
4097,white shark,sailing
4098,white shark,undef. act
4099,undef. shark,swimming
4100,undef. shark,swimming
4101,undef. shark,fishing
4102,undef. shark,fishing
4103,nurse shark,fishing
4104,nurse shark,fishing
4105,undef. shark,fishing
4106,undef. shark,diving
4107,undef. shark,fishing
4108,undef. shark,swimming
4109,nurse shark,undef. act
4110,undef. shark,swimming
4111,undef. shark,swimming
4112,undef. shark,undef. act
4113,undef. shark,undef. act
4114,undef. shark,diving
4115,undef. shark,swimming
4116,undef. shark,fishing
4117,undef. shark,undef. act
4118,undef. shark,fishing
4119,undef. shark,fishing
4120,undef. shark,swimming
4121,undef. shark,swimming
4122,undef. shark,fishing
4123,white shark,sailing
4124,undef. shark,undef. act
4125,bull shark,undef. act
4126,nurse shark,undef. act
4127,undef. shark,diving
4128,undef. shark,fishing
4129,undef. shark,swimming
4130,bull shark,undef. act
4131,bull shark,undef. act
4132,undef. shark,swimming
4133,undef. shark,swimming
4134,undef. shark,swimming
4135,undef. shark,surfing
4136,undef. shark,undef. act
4137,undef. shark,undef. act
4138,undef. shark,diving
4139,undef. shark,undef. act
4140,undef. shark,fishing
4141,hammerhead shark,undef. act
4142,undef. shark,diving
4143,undef. shark,swimming
4144,undef. shark,fishing
4145,undef. shark,fishing
4146,undef. shark,sailing
4147,undef. shark,undef. act
4148,white shark,fishing
4149,undef. shark,undef. act
4150,undef. shark,undef. act
4151,undef. shark,undef. act
4152,undef. shark,undef. act
4153,undef. shark,swimming
4154,bull shark,undef. act
4155,bull shark,swimming
4156,undef. shark,fishing
4157,undef. shark,fishing
4158,undef. shark,undef. act
4159,tiger shark,undef. act
4160,undef. shark,undef. act
4161,undef. shark,fishing
4162,undef. shark,fishing
4163,undef. shark,fishing
4164,undef. shark,fishing
4165,undef. shark,fishing
4166,undef. shark,undef. act
4167,undef. shark,sailing
4168,undef. shark,undef. act
4169,undef. shark,fishing
4170,undef. shark,undef. act
4171,undef. shark,fishing
4172,undef. shark,swimming
4173,white shark,surfing
4174,undef. shark,swimming
4175,undef. shark,fishing
4176,bull shark,undef. act
4177,undef. shark,fishing
4178,hammerhead shark,fishing
4179,undef. shark,fishing
4180,undef. shark,fishing
4181,undef. shark,undef. act
4182,undef. shark,fishing
4183,tiger shark,fishing
4184,white shark,swimming
4185,undef. shark,fishing
4186,undef. shark,fishing
4187,white shark,fishing
4188,undef. shark,fishing
4189,bull shark,undef. act
4190,undef. shark,fishing
4191,undef. shark,surfing
4192,undef. shark,diving
4193,undef. shark,fishing
4194,undef. shark,fishing
4195,undef. shark,fishing
4196,undef. shark,swimming
4197,undef. shark,swimming
4198,undef. shark,fishing
4199,undef. shark,sailing
4200,white shark,swimming
4201,undef. shark,fishing
4202,white shark,sailing
4203,undef. shark,undef. act
4204,undef. shark,swimming
4205,undef. shark,undef. act
4206,undef. shark,swimming
4207,undef. shark,fishing
4208,undef. shark,undef. act
4209,white shark,swimming
4210,white shark,swimming
4211,undef. shark,diving
4212,undef. shark,swimming
4213,undef. shark,undef. act
4214,undef. shark,undef. act
4215,undef. shark,fishing
4216,undef. shark,fishing
4217,undef. shark,diving
4218,undef. shark,undef. act
4219,undef. shark,undef. act
4220,undef. shark,fishing
4221,undef. shark,surfing
4222,undef. shark,surfing
4223,undef. shark,fishing
4224,undef. shark,swimming
4225,undef. shark,swimming
4226,undef. shark,undef. act
4227,undef. shark,undef. act
4228,nurse shark,surfing
4229,undef. shark,swimming
4230,undef. shark,sailing
4231,undef. shark,diving
4232,white shark,surfing
4233,undef. shark,surfing
4234,white shark,surfing
4235,undef. shark,fishing
4236,undef. shark,fishing
4237,undef. shark,diving
4238,white shark,fishing
4239,undef. shark,swimming
4240,undef. shark,fishing
4241,undef. shark,undef. act
4242,hammerhead shark,swimming
4243,undef. shark,undef. act
4244,undef. shark,diving
4245,undef. shark,swimming
4246,undef. shark,undef. act
4247,undef. shark,sailing
4248,white shark,fishing
4249,undef. shark,sailing
4250,undef. shark,fishing
4251,undef. shark,swimming
4252,undef. shark,swimming
4253,tiger shark,undef. act
4254,undef. shark,fishing
4255,white shark,surfing
4256,undef. shark,fishing
4257,undef. shark,swimming
4258,white shark,surfing
4259,undef. shark,fishing
4260,reef shark,fishing
4261,undef. shark,undef. act
4262,tiger shark,undef. act
4263,undef. shark,sailing
4264,white shark,fishing
4265,undef. shark,swimming
4266,undef. shark,swimming
4267,undef. shark,diving
4268,undef. shark,fishing
4269,undef. shark,diving
4270,undef. shark,undef. act
4271,undef. shark,sailing
4272,nurse shark,undef. act
4273,undef. shark,diving
4274,undef. shark,undef. act
4275,undef. shark,swimming
4276,undef. shark,swimming
4277,undef. shark,swimming
4278,undef. shark,swimming
4279,undef. shark,swimming
4280,undef. shark,swimming
4281,undef. shark,swimming
4282,undef. shark,sailing
4283,undef. shark,fishing
4284,undef. shark,fishing
4285,copper shark,swimming
4286,undef. shark,undef. act
4287,undef. shark,fishing
4288,undef. shark,swimming
4289,undef. shark,swimming
4290,undef. shark,undef. act
4291,white shark,swimming
4292,undef. shark,surfing
4293,undef. shark,surfing
4294,tiger shark,undef. act
4295,white shark,fishing
4296,undef. shark,undef. act
4297,undef. shark,undef. act
4298,undef. shark,undef. act
4299,undef. shark,fishing
4300,undef. shark,swimming
4301,undef. shark,swimming
4302,tiger shark,swimming
4303,undef. shark,sailing
4304,undef. shark,undef. act
4305,undef. shark,surfing
4306,undef. shark,fishing
4307,undef. shark,undef. act
4308,undef. shark,diving
4309,undef. shark,swimming
4310,undef. shark,swimming
4311,undef. shark,fishing
4312,undef. shark,swimming
4313,undef. shark,undef. act
4314,undef. shark,swimming
4315,undef. shark,undef. act
4316,undef. shark,swimming
4317,undef. shark,undef. act
4318,undef. shark,swimming
4319,undef. shark,swimming
4320,undef. shark,fishing
4321,undef. shark,undef. act
4322,undef. shark,undef. act
4323,tiger shark,undef. act
4324,undef. shark,fishing
4325,undef. shark,undef. act
4326,undef. shark,swimming
4327,undef. shark,surfing
4328,nurse shark,undef. act
4329,undef. shark,fishing
4330,undef. shark,fishing
4331,undef. shark,fishing
4332,nurse shark,fishing
4333,tiger shark,undef. act
4334,tiger shark,fishing
4335,undef. shark,fishing
4336,undef. shark,fishing
4337,undef. shark,fishing
4338,undef. shark,swimming
4339,undef. shark,swimming
4340,undef. shark,undef. act
4341,undef. shark,fishing
4342,undef. shark,swimming
4343,undef. shark,swimming
4344,undef. shark,fishing
4345,undef. shark,diving
4346,undef. shark,swimming
4347,undef. shark,undef. act
4348,undef. shark,fishing
4349,tiger shark,fishing
4350,undef. shark,swimming
4351,undef. shark,sailing
4352,undef. shark,surfing
4353,undef. shark,surfing
4354,undef. shark,undef. act
4355,undef. shark,swimming
4356,blacktip shark,sailing
4357,undef. shark,fishing
4358,undef. shark,swimming
4359,undef. shark,swimming
4360,undef. shark,surfing
4361,undef. shark,sailing
4362,undef. shark,swimming
4363,undef. shark,undef. act
4364,undef. shark,diving
4365,undef. shark,fishing
4366,undef. shark,swimming
4367,undef. shark,fishing
4368,undef. shark,swimming
4369,undef. shark,fishing
4370,undef. shark,swimming
4371,undef. shark,swimming
4372,undef. shark,swimming
4373,undef. shark,swimming
4374,undef. shark,fishing
4375,undef. shark,fishing
4376,undef. shark,sailing
4377,white shark,sailing
4378,undef. shark,swimming
4379,undef. shark,sailing
4380,undef. shark,swimming
4381,undef. shark,undef. act
4382,undef. shark,undef. act
4383,undef. shark,swimming
4384,undef. shark,surfing
4385,undef. shark,undef. act
4386,undef. shark,undef. act
4387,undef. shark,undef. act
4388,undef. shark,swimming
4389,undef. shark,swimming
4390,undef. shark,swimming
4391,undef. shark,swimming
4392,undef. shark,undef. act
4393,undef. shark,undef. act
4394,undef. shark,undef. act
4395,undef. shark,undef. act
4396,undef. shark,swimming
4397,undef. shark,swimming
4398,bull shark,sailing
4399,undef. shark,swimming
4400,undef. shark,diving
4401,undef. shark,surfing
4402,undef. shark,swimming
4403,bull shark,swimming
4404,undef. shark,swimming
4405,tiger shark,fishing
4406,undef. shark,undef. act
4407,undef. shark,swimming
4408,undef. shark,undef. act
4409,undef. shark,undef. act
4410,undef. shark,swimming
4411,undef. shark,undef. act
4412,undef. shark,undef. act
4413,undef. shark,fishing
4414,undef. shark,swimming
4415,undef. shark,undef. act
4416,undef. shark,swimming
4417,white shark,swimming
4418,undef. shark,undef. act
4419,blacktip shark,swimming
4420,undef. shark,undef. act
4421,white shark,undef. act
4422,bull shark,undef. act
4423,undef. shark,sailing
4424,undef. shark,sailing
4425,undef. shark,sailing
4426,undef. shark,sailing
4427,undef. shark,swimming
4428,undef. shark,surfing
4429,undef. shark,fishing
4430,undef. shark,surfing
4431,undef. shark,swimming
4432,undef. shark,undef. act
4433,undef. shark,undef. act
4434,undef. shark,undef. act
4435,undef. shark,sailing
4436,undef. shark,undef. act
4437,undef. shark,swimming
4438,undef. shark,undef. act
4439,undef. shark,undef. act
4440,white shark,undef. act
4441,undef. shark,undef. act
4442,undef. shark,sailing
4443,undef. shark,fishing
4444,undef. shark,swimming
4445,white shark,fishing
4446,undef. shark,undef. act
4447,undef. shark,undef. act
4448,undef. shark,undef. act
4449,undef. shark,undef. act
4450,undef. shark,undef. act
4451,undef. shark,swimming
4452,undef. shark,swimming
4453,undef. shark,undef. act
4454,undef. shark,undef. act
4455,undef. shark,undef. act
4456,undef. shark,undef. act
4457,undef. shark,swimming
