,Shark_sp,Deadly_act,Genre
5245,undef. shark,undef. act,M
5246,undef. shark,swimming,M
5247,undef. shark,swimming,M
5248,undef. shark,undef. act,M
5249,undef. shark,sailing,M
5250,undef. shark,swimming,M
5251,undef. shark,undef. act,M
5252,undef. shark,swimming,M
5253,undef. shark,swimming,M
5254,undef. shark,swimming,M
5255,undef. shark,swimming,M
5256,undef. shark,undef. act,M
5257,undef. shark,fishing,M
5258,undef. shark,swimming,M
5259,undef. shark,swimming,M
5260,undef. shark,swimming,M
5261,undef. shark,swimming,M
5262,undef. shark,swimming,M
5263,undef. shark,swimming,M
5264,undef. shark,undef. act,M
5265,undef. shark,swimming,M
5266,undef. shark,undef. act,M
5267,undef. shark,undef. act,M
5268,undef. shark,undef. act,M
5269,undef. shark,sailing,M
5270,undef. shark,swimming,M
5271,undef. shark,swimming,M
5272,undef. shark,swimming,M
5273,undef. shark,swimming,M
5274,undef. shark,swimming,M
5275,undef. shark,diving,M
5276,undef. shark,swimming,M
5277,undef. shark,swimming,M
5278,undef. shark,undef. act,M
5279,undef. shark,fishing,M
5280,undef. shark,swimming,M
5281,undef. shark,swimming,M
5282,undef. shark,swimming,M
5283,undef. shark,undef. act,M
5284,undef. shark,swimming,M
5285,bull shark,undef. act,M
5286,undef. shark,diving,M
5287,undef. shark,fishing,M
5288,undef. shark,swimming,M
5289,undef. shark,swimming,M
5290,undef. shark,fishing,M
5291,undef. shark,swimming,M
5292,undef. shark,fishing,M
5293,undef. shark,undef. act,M
5294,undef. shark,fishing,M
5295,undef. shark,swimming,M
5296,undef. shark,undef. act,M
5297,undef. shark,diving,M
5298,undef. shark,swimming,M
5299,undef. shark,sailing,M
5300,undef. shark,undef. act,M
5301,undef. shark,undef. act,M
5302,undef. shark,swimming,M
5303,undef. shark,swimming,M
5304,undef. shark,undef. act,M
5305,undef. shark,swimming,M
5306,white shark,swimming,M
5307,undef. shark,swimming,M
5308,undef. shark,diving,M
5309,undef. shark,swimming,M
5310,undef. shark,swimming,M
5311,undef. shark,swimming,M
5312,undef. shark,swimming,M
5313,undef. shark,swimming,M
5314,undef. shark,swimming,M
5315,undef. shark,swimming,M
5316,undef. shark,diving,M
5317,undef. shark,sailing,M
5318,undef. shark,swimming,M
5319,undef. shark,swimming,M
5320,undef. shark,undef. act,M
5321,undef. shark,undef. act,M
5322,undef. shark,sailing,M
5323,undef. shark,undef. act,M
5324,undef. shark,swimming,M
5325,undef. shark,undef. act,M
5326,undef. shark,undef. act,M
5327,undef. shark,diving,M
5328,undef. shark,diving,M
5329,undef. shark,swimming,M
5330,undef. shark,undef. act,M
5331,undef. shark,swimming,M
5332,undef. shark,sailing,M
5333,undef. shark,swimming,M
5334,undef. shark,swimming,M
5335,undef. shark,undef. act,M
5336,undef. shark,fishing,M
5337,undef. shark,swimming,M
5338,undef. shark,swimming,M
5339,undef. shark,swimming,M
5340,undef. shark,swimming,F
5341,undef. shark,undef. act,M
5342,undef. shark,surfing,M
5343,undef. shark,undef. act,M
5344,undef. shark,undef. act,M
5345,undef. shark,undef. act,M
5346,undef. shark,diving,M
5347,undef. shark,diving,M
5348,undef. shark,swimming,M
5349,undef. shark,swimming,M
5350,undef. shark,swimming,M
5351,undef. shark,sailing,M
5352,undef. shark,swimming,M
5353,undef. shark,undef. act,M
5354,undef. shark,undef. act,M
5355,undef. shark,undef. act,M
5356,white shark,fishing,M
5357,undef. shark,undef. act,M
5358,undef. shark,undef. act,F
5359,undef. shark,swimming,M
5360,undef. shark,undef. act,M
5361,undef. shark,diving,M
5362,undef. shark,undef. act,M
5363,undef. shark,undef. act,M
5364,undef. shark,diving,M
5365,undef. shark,fishing,M
5366,undef. shark,fishing,M
5367,undef. shark,sailing,M
5368,undef. shark,swimming,M
5369,undef. shark,undef. act,M
5370,undef. shark,swimming,M
5371,undef. shark,fishing,M
5372,undef. shark,undef. act,M
5373,undef. shark,undef. act,M
5374,undef. shark,fishing,M
5375,undef. shark,swimming,M
5376,undef. shark,undef. act,M
5377,undef. shark,swimming,M
5378,undef. shark,undef. act,M
5379,undef. shark,diving,M
5380,undef. shark,fishing,M
5381,undef. shark,swimming,M
5382,undef. shark,swimming,M
5383,undef. shark,swimming,M
5384,undef. shark,swimming,M
5385,undef. shark,swimming,M
5386,undef. shark,diving,M
5387,undef. shark,fishing,M
5388,undef. shark,undef. act,M
5389,undef. shark,diving,M
5390,undef. shark,fishing,M
5391,undef. shark,swimming,M
5392,undef. shark,fishing,M
5393,undef. shark,undef. act,M
5394,undef. shark,diving,M
5395,undef. shark,diving,M
5396,undef. shark,undef. act,M
5397,undef. shark,undef. act,M
5398,undef. shark,undef. act,M
5399,undef. shark,swimming,M
5400,undef. shark,swimming,M
5401,undef. shark,swimming,M
5402,undef. shark,swimming,M
5403,undef. shark,swimming,M
5404,undef. shark,undef. act,F
5405,undef. shark,fishing,M
5406,undef. shark,swimming,M
5407,undef. shark,swimming,M
5408,undef. shark,swimming,M
5409,undef. shark,undef. act,F
5410,undef. shark,fishing,M
5411,undef. shark,swimming,F
5412,undef. shark,swimming,M
5413,undef. shark,fishing,M
5414,undef. shark,swimming,M
5415,undef. shark,swimming,M
5416,undef. shark,swimming,M
5417,undef. shark,undef. act,M
5418,undef. shark,swimming,F
5419,undef. shark,swimming,F
5420,undef. shark,undef. act,M
5421,undef. shark,undef. act,M
5422,undef. shark,undef. act,M
5423,undef. shark,undef. act,M
5424,undef. shark,undef. act,M
5425,undef. shark,undef. act,F
5426,undef. shark,undef. act,M
5427,undef. shark,swimming,M
5428,undef. shark,swimming,M
5429,undef. shark,swimming,M
5430,undef. shark,swimming,M
5431,undef. shark,undef. act,M
5432,undef. shark,undef. act,M
5433,undef. shark,undef. act,M
5434,undef. shark,fishing,M
5435,undef. shark,swimming,F
5436,undef. shark,undef. act,M
5437,undef. shark,fishing,M
5438,undef. shark,undef. act,M
5439,undef. shark,swimming,M
5440,undef. shark,undef. act,M
5441,undef. shark,undef. act,M
5442,undef. shark,fishing,M
5443,undef. shark,diving,M
5444,undef. shark,swimming,M
5445,undef. shark,swimming,M
5446,undef. shark,undef. act,M
5447,undef. shark,undef. act,M
5448,undef. shark,undef. act,M
5449,undef. shark,fishing,M
5450,undef. shark,undef. act,F
5451,undef. shark,undef. act,M
5452,undef. shark,swimming,M
5453,undef. shark,undef. act,M
5454,undef. shark,undef. act,M
5455,undef. shark,fishing,M
5456,undef. shark,sailing,M
5457,undef. shark,swimming,M
5458,undef. shark,swimming,M
5459,undef. shark,undef. act,M
5460,undef. shark,swimming,M
5461,undef. shark,undef. act,M
5462,undef. shark,fishing,M
5463,undef. shark,swimming,M
5464,undef. shark,diving,M
5465,undef. shark,diving,M
5466,undef. shark,swimming,M
5467,undef. shark,swimming,M
5468,undef. shark,undef. act,M
5469,undef. shark,undef. act,M
5470,undef. shark,undef. act,M
5471,undef. shark,swimming,M
5472,undef. shark,swimming,M
5473,undef. shark,fishing,M
5474,undef. shark,undef. act,M
5475,undef. shark,fishing,M
5476,undef. shark,undef. act,M
5477,undef. shark,swimming,M
5478,undef. shark,swimming,M
5479,undef. shark,undef. act,M
5480,undef. shark,undef. act,M
5481,undef. shark,undef. act,M
5482,undef. shark,sailing,M
5483,undef. shark,undef. act,M
5484,undef. shark,undef. act,M
5485,undef. shark,undef. act,M
5486,undef. shark,fishing,M
5487,undef. shark,undef. act,M
5488,undef. shark,sailing,M
5489,undef. shark,undef. act,M
5490,undef. shark,surfing,M
5491,undef. shark,diving,M
5492,undef. shark,undef. act,M
5493,undef. shark,undef. act,M
5494,undef. shark,undef. act,M
5495,undef. shark,undef. act,M
5496,undef. shark,swimming,M
5497,undef. shark,undef. act,M
5498,undef. shark,surfing,F
5499,undef. shark,swimming,M
5500,undef. shark,undef. act,F
5501,undef. shark,undef. act,M
5502,undef. shark,swimming,M
5503,undef. shark,undef. act,M
5504,undef. shark,undef. act,M
5505,undef. shark,fishing,M
5506,undef. shark,undef. act,M
5507,undef. shark,swimming,M
5508,undef. shark,fishing,F
5509,undef. shark,swimming,M
5510,undef. shark,undef. act,M
5511,undef. shark,undef. act,M
5512,undef. shark,swimming,M
5513,undef. shark,undef. act,M
5514,undef. shark,fishing,M
5515,undef. shark,diving,M
5516,undef. shark,diving,M
5517,undef. shark,swimming,M
5518,undef. shark,sailing,M
5519,undef. shark,undef. act,M
5520,undef. shark,swimming,M
5521,undef. shark,undef. act,M
5522,undef. shark,undef. act,M
5523,undef. shark,undef. act,M
5524,undef. shark,undef. act,M
5525,undef. shark,swimming,M
5526,undef. shark,swimming,M
5527,undef. shark,fishing,M
5528,undef. shark,undef. act,M
5529,undef. shark,undef. act,F
5530,undef. shark,sailing,M
5531,undef. shark,undef. act,M
5532,undef. shark,swimming,M
5533,undef. shark,undef. act,F
5534,undef. shark,swimming,M
5535,undef. shark,swimming,M
5536,undef. shark,fishing,M
5537,undef. shark,diving,M
5538,undef. shark,diving,M
5539,undef. shark,swimming,M
5540,undef. shark,fishing,M
5541,undef. shark,undef. act,M
5542,undef. shark,undef. act,M
5543,undef. shark,undef. act,M
5544,undef. shark,undef. act,M
5545,undef. shark,swimming,M
5546,undef. shark,swimming,M
5547,undef. shark,undef. act,M
5548,undef. shark,undef. act,M
5549,undef. shark,diving,M
5550,undef. shark,fishing,M
5551,undef. shark,diving,M
5552,undef. shark,swimming,M
5553,undef. shark,undef. act,M
5554,undef. shark,undef. act,M
5555,undef. shark,swimming,M
5556,undef. shark,swimming,M
5557,undef. shark,swimming,M
5558,undef. shark,sailing,M
5559,undef. shark,swimming,M
5560,undef. shark,swimming,M
5561,undef. shark,undef. act,M
5562,undef. shark,undef. act,M
5563,white shark,fishing,M
5564,bull shark,swimming,M
5565,undef. shark,undef. act,M
5566,undef. shark,swimming,M
5567,undef. shark,sailing,M
5568,undef. shark,undef. act,M
5569,undef. shark,swimming,F
5570,undef. shark,undef. act,M
5571,undef. shark,swimming,M
5572,undef. shark,swimming,M
5573,undef. shark,fishing,M
5574,undef. shark,swimming,F
5575,undef. shark,diving,M
5576,undef. shark,undef. act,M
5577,undef. shark,undef. act,M
5578,undef. shark,undef. act,M
5579,undef. shark,swimming,M
5580,undef. shark,swimming,M
5581,undef. shark,fishing,F
5582,undef. shark,undef. act,M
5583,undef. shark,swimming,M
5584,undef. shark,sailing,M
5585,undef. shark,undef. act,M
5586,tiger shark,sailing,M
5587,undef. shark,swimming,M
5588,undef. shark,swimming,M
5589,undef. shark,undef. act,M
5590,undef. shark,fishing,M
5591,undef. shark,undef. act,M
5592,undef. shark,undef. act,M
5593,undef. shark,swimming,M
5594,undef. shark,swimming,M
5595,undef. shark,undef. act,F
5596,undef. shark,undef. act,M
5597,undef. shark,undef. act,M
5598,undef. shark,swimming,M
5599,undef. shark,undef. act,M
5600,undef. shark,swimming,M
5601,undef. shark,undef. act,M
5602,undef. shark,fishing,M
5603,undef. shark,undef. act,M
5604,undef. shark,undef. act,M
5605,undef. shark,swimming,M
5606,undef. shark,surfing,M
5607,undef. shark,undef. act,M
5608,undef. shark,fishing,M
5609,undef. shark,swimming,M
5610,undef. shark,swimming,F
5611,undef. shark,sailing,M
5612,undef. shark,undef. act,M
5613,undef. shark,diving,M
5614,undef. shark,swimming,M
5615,undef. shark,swimming,M
5616,undef. shark,swimming,M
5617,undef. shark,diving,M
5618,undef. shark,undef. act,M
5619,undef. shark,diving,M
5620,undef. shark,undef. act,M
5621,undef. shark,fishing,M
5622,undef. shark,undef. act,M
5623,undef. shark,swimming,M
5624,undef. shark,swimming,M
5625,undef. shark,swimming,M
5626,undef. shark,surfing,M
5627,undef. shark,fishing,M
5628,undef. shark,fishing,M
5629,undef. shark,fishing,M
5630,undef. shark,swimming,M
5631,undef. shark,undef. act,M
5632,undef. shark,undef. act,M
5633,white shark,fishing,M
5634,undef. shark,swimming,M
5635,undef. shark,undef. act,M
5636,undef. shark,fishing,M
5637,undef. shark,swimming,M
5639,undef. shark,swimming,M
5640,undef. shark,swimming,M
5641,undef. shark,undef. act,M
5642,undef. shark,fishing,M
5643,undef. shark,surfing,M
5644,undef. shark,undef. act,M
5645,undef. shark,undef. act,M
5646,undef. shark,undef. act,M
5647,undef. shark,undef. act,M
5648,undef. shark,fishing,M
5649,undef. shark,fishing,M
5650,undef. shark,swimming,M
5651,undef. shark,swimming,M
5652,undef. shark,undef. act,M
5653,undef. shark,undef. act,M
5654,undef. shark,fishing,M
5655,undef. shark,swimming,M
5656,undef. shark,swimming,M
5657,undef. shark,swimming,M
5658,undef. shark,fishing,M
5659,undef. shark,swimming,M
5660,undef. shark,swimming,M
5661,undef. shark,swimming,M
5662,undef. shark,surfing,M
5663,tiger shark,fishing,M
5664,undef. shark,undef. act,M
5665,white shark,undef. act,M
5666,undef. shark,sailing,M
5667,undef. shark,undef. act,M
5668,undef. shark,fishing,M
5669,undef. shark,swimming,M
5670,undef. shark,swimming,M
5671,undef. shark,swimming,M
5672,undef. shark,undef. act,M
5673,undef. shark,undef. act,M
5674,undef. shark,undef. act,M
5675,undef. shark,undef. act,M
5676,undef. shark,swimming,M
5677,undef. shark,swimming,M
5678,undef. shark,fishing,M
5679,undef. shark,sailing,M
5680,undef. shark,undef. act,M
5681,undef. shark,undef. act,M
5682,undef. shark,swimming,M
5683,undef. shark,swimming,M
5684,undef. shark,undef. act,M
5685,undef. shark,undef. act,M
5686,undef. shark,sailing,M
5687,undef. shark,swimming,M
5688,undef. shark,swimming,M
5689,undef. shark,swimming,M
5690,undef. shark,undef. act,M
5691,undef. shark,sailing,M
5692,undef. shark,swimming,M
5693,undef. shark,swimming,M
5694,undef. shark,swimming,M
5695,undef. shark,swimming,M
5696,undef. shark,undef. act,M
5697,undef. shark,undef. act,M
5698,undef. shark,swimming,F
5699,undef. shark,undef. act,M
5700,undef. shark,swimming,M
5701,undef. shark,undef. act,M
5702,undef. shark,swimming,M
5703,undef. shark,undef. act,M
5704,undef. shark,swimming,M
5705,undef. shark,undef. act,F
5706,undef. shark,undef. act,M
5707,undef. shark,swimming,M
5708,undef. shark,undef. act,M
5709,undef. shark,swimming,M
5710,undef. shark,swimming,M
5711,undef. shark,swimming,M
5712,undef. shark,swimming,M
5713,undef. shark,swimming,M
5714,undef. shark,swimming,M
5715,undef. shark,swimming,M
5716,undef. shark,undef. act,M
5717,undef. shark,undef. act,M
5718,undef. shark,undef. act,M
5719,undef. shark,swimming,M
5720,undef. shark,swimming,M
5721,undef. shark,swimming,M
5722,undef. shark,undef. act,M
5723,undef. shark,undef. act,M
5724,undef. shark,swimming,M
5725,undef. shark,swimming,M
5726,undef. shark,swimming,M
5727,undef. shark,swimming,M
5728,undef. shark,undef. act,M
5729,undef. shark,swimming,M
5730,undef. shark,undef. act,F
5731,undef. shark,undef. act,M
5732,undef. shark,swimming,M
5733,undef. shark,swimming,M
5734,undef. shark,swimming,M
5735,undef. shark,swimming,M
5736,white shark,diving,M
5737,tiger shark,swimming,M
5738,undef. shark,undef. act,M
5739,white shark,diving,M
5740,undef. shark,undef. act,M
5741,undef. shark,undef. act,M
5742,undef. shark,swimming,M
5743,undef. shark,fishing,M
5744,undef. shark,undef. act,M
5745,undef. shark,undef. act,M
5746,undef. shark,swimming,M
5747,undef. shark,undef. act,F
5748,undef. shark,swimming,M
5749,white shark,undef. act,M
5750,undef. shark,swimming,M
5751,undef. shark,swimming,M
5752,undef. shark,swimming,M
5753,undef. shark,swimming,M
5754,undef. shark,diving,M
5755,undef. shark,swimming,M
5756,undef. shark,undef. act,M
5757,undef. shark,swimming,M
5758,undef. shark,swimming,M
5759,undef. shark,swimming,M
5760,undef. shark,swimming,F
5761,undef. shark,undef. act,M
5762,undef. shark,swimming,M
5763,undef. shark,sailing,M
5764,undef. shark,swimming,M
5765,undef. shark,swimming,M
5766,undef. shark,undef. act,M
5767,undef. shark,undef. act,M
5768,undef. shark,swimming,M
5769,undef. shark,sailing,M
5770,undef. shark,undef. act,M
5771,undef. shark,fishing,M
5772,undef. shark,undef. act,M
5773,undef. shark,fishing,M
5774,undef. shark,undef. act,M
5775,undef. shark,undef. act,M
5776,undef. shark,swimming,M
5777,undef. shark,undef. act,M
5778,undef. shark,undef. act,M
5779,undef. shark,undef. act,M
5780,undef. shark,undef. act,M
5781,undef. shark,undef. act,M
5782,undef. shark,swimming,M
5783,undef. shark,swimming,M
5784,undef. shark,undef. act,M
5785,undef. shark,sailing,M
5786,undef. shark,sailing,M
5787,undef. shark,undef. act,M
5788,undef. shark,surfing,M
5789,undef. shark,swimming,M
5790,undef. shark,undef. act,M
5791,undef. shark,swimming,M
5792,undef. shark,undef. act,M
5793,undef. shark,undef. act,M
5794,undef. shark,undef. act,M
5795,undef. shark,undef. act,F
5796,undef. shark,swimming,M
5797,undef. shark,undef. act,M
5799,undef. shark,fishing,F
5800,undef. shark,swimming,M
5801,undef. shark,undef. act,M
5802,undef. shark,fishing,M
5803,undef. shark,undef. act,M
5804,undef. shark,swimming,M
5805,undef. shark,undef. act,M
5806,undef. shark,undef. act,M
5807,undef. shark,undef. act,M
5808,undef. shark,surfing,M
5809,undef. shark,swimming,M
5810,undef. shark,swimming,M
5811,undef. shark,undef. act,M
5812,undef. shark,undef. act,M
5813,undef. shark,undef. act,M
5814,undef. shark,swimming,M
5815,undef. shark,undef. act,M
5816,undef. shark,swimming,M
5817,undef. shark,undef. act,M
5818,undef. shark,undef. act,M
5819,undef. shark,undef. act,M
5820,undef. shark,undef. act,M
5821,undef. shark,swimming,M
5822,undef. shark,swimming,M
5823,undef. shark,swimming,M
5824,undef. shark,undef. act,M
5825,undef. shark,swimming,M
5827,undef. shark,undef. act,M
5828,undef. shark,undef. act,M
5829,undef. shark,undef. act,M
5830,undef. shark,undef. act,M
5831,undef. shark,undef. act,M
5832,undef. shark,undef. act,F
5833,undef. shark,undef. act,F
5834,undef. shark,fishing,M
5835,undef. shark,swimming,M
5836,tiger shark,undef. act,M
5837,undef. shark,surfing,M
5838,undef. shark,undef. act,M
5839,white shark,undef. act,M
5840,undef. shark,fishing,M
5841,undef. shark,swimming,M
5842,undef. shark,swimming,M
5843,undef. shark,undef. act,M
5844,undef. shark,swimming,M
5845,undef. shark,undef. act,M
5846,undef. shark,diving,M
5847,undef. shark,swimming,M
5848,undef. shark,swimming,M
5849,undef. shark,undef. act,M
5850,white shark,swimming,M
5851,undef. shark,swimming,M
5852,undef. shark,undef. act,M
5853,white shark,swimming,M
5854,undef. shark,swimming,M
5855,undef. shark,undef. act,M
5856,undef. shark,undef. act,M
5857,undef. shark,swimming,M
5858,undef. shark,undef. act,M
5859,undef. shark,swimming,M
5860,undef. shark,undef. act,M
5861,undef. shark,undef. act,M
5862,undef. shark,swimming,M
5863,white shark,undef. act,M
5864,undef. shark,diving,M
5865,undef. shark,undef. act,M
5866,undef. shark,diving,M
5867,undef. shark,undef. act,M
5868,undef. shark,undef. act,M
5869,undef. shark,undef. act,M
5870,undef. shark,undef. act,M
5871,undef. shark,undef. act,M
5872,undef. shark,diving,M
5873,undef. shark,diving,M
5874,undef. shark,swimming,M
5875,undef. shark,swimming,M
5876,undef. shark,swimming,M
5877,undef. shark,swimming,M
5878,undef. shark,swimming,M
5879,undef. shark,undef. act,F
5880,undef. shark,undef. act,M
5881,undef. shark,diving,M
5882,undef. shark,undef. act,M
5883,undef. shark,swimming,F
5884,undef. shark,fishing,M
5885,undef. shark,undef. act,M
5886,undef. shark,fishing,M
5887,undef. shark,diving,M
5888,undef. shark,diving,F
5889,undef. shark,undef. act,M
5891,undef. shark,surfing,M
5892,undef. shark,undef. act,M
5893,undef. shark,diving,M
5894,undef. shark,fishing,M
5895,undef. shark,undef. act,M
5896,undef. shark,fishing,F
5897,undef. shark,swimming,M
5898,undef. shark,fishing,M
5900,undef. shark,fishing,M
5901,undef. shark,diving,M
5902,undef. shark,fishing,M
5903,undef. shark,swimming,M
5904,tiger shark,diving,M
5905,tiger shark,diving,M
5906,undef. shark,fishing,M
5907,undef. shark,undef. act,M
5908,undef. shark,undef. act,M
5909,undef. shark,diving,M
5910,undef. shark,diving,F
5911,undef. shark,fishing,M
5912,undef. shark,diving,M
5913,undef. shark,undef. act,F
5915,bull shark,undef. act,M
5917,tiger shark,diving,M
5918,undef. shark,diving,F
5919,undef. shark,undef. act,M
5920,undef. shark,diving,M
5921,undef. shark,swimming,F
5922,undef. shark,diving,M
5923,undef. shark,surfing,M
5924,undef. shark,undef. act,M
5925,undef. shark,diving,M
5926,undef. shark,diving,M
5927,undef. shark,swimming,M
5928,undef. shark,fishing,M
5929,undef. shark,diving,M
5930,tiger shark,swimming,M
5931,undef. shark,fishing,M
5932,bull shark,swimming,M
5933,bull shark,swimming,M
5934,white shark,undef. act,M
5935,white shark,undef. act,F
5936,undef. shark,fishing,M
5937,undef. shark,swimming,F
5938,undef. shark,swimming,M
5939,undef. shark,sailing,M
5941,undef. shark,swimming,M
5942,undef. shark,undef. act,M
5943,bull shark,undef. act,M
5944,undef. shark,fishing,M
5945,undef. shark,swimming,M
5946,undef. shark,diving,M
5947,undef. shark,fishing,M
5948,undef. shark,undef. act,M
5949,undef. shark,undef. act,M
5950,undef. shark,sailing,M
5951,undef. shark,diving,M
5952,undef. shark,fishing,M
5953,undef. shark,undef. act,M
5954,undef. shark,sailing,M
5955,bull shark,swimming,M
5956,undef. shark,diving,M
5957,undef. shark,diving,M
5958,undef. shark,diving,M
5959,undef. shark,undef. act,M
5960,undef. shark,undef. act,M
5961,undef. shark,undef. act,M
5962,undef. shark,swimming,M
5963,undef. shark,swimming,M
5964,white shark,fishing,M
5965,undef. shark,diving,M
5966,tiger shark,sailing,M
5967,undef. shark,undef. act,M
5968,undef. shark,swimming,M
5969,undef. shark,swimming,F
5970,undef. shark,diving,M
5971,undef. shark,swimming,M
5972,undef. shark,undef. act,M
5973,undef. shark,fishing,M
5974,undef. shark,swimming,M
5975,undef. shark,swimming,M
5976,undef. shark,swimming,M
5977,undef. shark,sailing,M
5978,undef. shark,swimming,M
5979,undef. shark,fishing,M
5980,undef. shark,swimming,M
5981,undef. shark,swimming,M
5982,undef. shark,undef. act,F
5983,undef. shark,fishing,M
5984,undef. shark,fishing,M
5985,undef. shark,fishing,M
5987,undef. shark,diving,M
5988,undef. shark,diving,M
5989,undef. shark,swimming,M
5990,undef. shark,undef. act,M
5991,undef. shark,swimming,M
